id,name,common_names,usda_code,family,family_apg
3452,"Rubus hispidus L.","Bristly Dewberry",RUHI,Rosaceae,Rosaceae
3453,"Rubus idaeus L.","American Red Raspberry",RUIDI,Rosaceae,Rosaceae
3454,"Rubus idaeus ssp. strigosus (Michx.) Focke","Grayleaf Red Raspberry",RUIDS2,Rosaceae,Rosaceae
3455,"Rubus laciniatus Willd.","Cutleaf Blackberry",RULA,Rosaceae,Rosaceae
3456,"Rubus lasiococcus Gray","Roughfruit Berry",RULA2,Rosaceae,Rosaceae
3457,"Rubus leucodermis Dougl. ex Torr. & Gray","Whitebark Raspberry",RULEL,Rosaceae,Rosaceae
3458,"Rubus leucodermis var. leucodermis","Whitebark Raspberry",RULEL,Rosaceae,Rosaceae
3459,"Rubus macraei Gray","'akala",RUMA6,Rosaceae,Rosaceae
3460,"Rubus nivalis Dougl. ex Hook.","Snow Raspberry",RUNI2,Rosaceae,Rosaceae
3461,"Rubus occidentalis L.","Black Raspberry",RUOC,Rosaceae,Rosaceae
3462,"Rubus odoratus L.","Purpleflowering Raspberry",RUODO,Rosaceae,Rosaceae
3463,"Rubus parviflorus Nutt.",Thimbleberry,RUPAP2,Rosaceae,Rosaceae
3464,"Rubus parviflorus var. velutinus (Hook. & Arn.) Greene","Western Thimbleberry",RUPAV,Rosaceae,Rosaceae
3465,"Rubus pedatus Sm.","Strawberryleaf Raspberry",RUPE,Rosaceae,Rosaceae
3466,"Rubus procumbens","Wild Blackberry","",Rosaceae,Rosaceae
3467,"Rubus pubescens Raf.","Dwarf Red Blackberry",RUPUP2,Rosaceae,Rosaceae
3468,"Rubus pubescens var. pubescens","Dwarf Red Blackberry",RUPUP2,Rosaceae,Rosaceae
3469,"Rubus sp.","","",Rosaceae,Rosaceae
3470,"Rubus spectabilis Pursh",Salmonberry,RUSPS,Rosaceae,Rosaceae
3471,"Rubus trivialis Michx.","Southern Dewberry",RUTR,Rosaceae,Rosaceae
3472,"Rubus ursinus Cham. & Schlecht.","California Blackberry",RUURM,Rosaceae,Rosaceae
3473,"Rubus ursinus ssp. macropetalus (Dougl. ex Hook.) Taylor & MacBryde","California Blackberry",RUURM,Rosaceae,Rosaceae
3474,"Rubus vitifolius Cham. & Schlecht.","Pacific Dewberry",RUVIV,Rosaceae,Rosaceae
3475,"Rudbeckia fulgida Ait.","Orange Coneflower",RUFUF,Asteraceae,Asteraceae
3476,"Rudbeckia hirta L.","Blackeyed Susan",RUHIH,Asteraceae,Asteraceae
3477,"Rudbeckia hirta var. angustifolia (T.V. Moore) Perdue","Blackeyed Susan",RUHIA,Asteraceae,Asteraceae
3478,"Rudbeckia laciniata L.","Cutleaf Coneflower",RULAL,Asteraceae,Asteraceae
3479,"Rumex acetosa L.","Garden Sorrel",RUACA,Polygonaceae,Polygonaceae
3480,"Rumex acetosella L.","Common Sheep Sorrel",RUAC3,Polygonaceae,Polygonaceae
3481,"Rumex altissimus Wood","Pale Dock",RUAL4,Polygonaceae,Polygonaceae
3482,"Rumex aquaticus var. fenestratus (Greene) Dorn","Western Dock",RUAQF,Polygonaceae,Polygonaceae
3483,"Rumex arcticus Trautv.","Arctic Dock",RUARA,Polygonaceae,Polygonaceae
3484,"Rumex conglomeratus Murr.","Clustered Dock",RUCO2,Polygonaceae,Polygonaceae
3485,"Rumex crispus L.","Curly Dock",RUCRC,Polygonaceae,Polygonaceae
3486,"Rumex giganteus Ait.",Pawale,RUGI,Polygonaceae,Polygonaceae
3487,"Rumex hymenosepalus Torr.","Canaigre Dock",RUHY,Polygonaceae,Polygonaceae
3488,"Rumex maritimus L.","Golden Dock",RUMA4,Polygonaceae,Polygonaceae
3489,"Rumex obtusifolius L.","Bitter Dock",RUOB,Polygonaceae,Polygonaceae
3490,"Rumex orbiculatus Gray","Greater Water Dock",RUORO,Polygonaceae,Polygonaceae
3491,"Rumex patientia L.","Patience Dock",RUPA5,Polygonaceae,Polygonaceae
3492,"Rumex paucifolius Nutt.","Fewleaved Dock",RUPAP,Polygonaceae,Polygonaceae
3493,"Rumex salicifolius var. mexicanus (Meisn.) C.L. Hitchc.","Mexican Dock",RUSAM,Polygonaceae,Polygonaceae
3494,"Rumex salicifolius Weinm.","Willow Dock",RUSAS,Polygonaceae,Polygonaceae
3495,"Rumex sp.",Dock,"",Polygonaceae,Polygonaceae
3496,"Rumex venosus Pursh","Veiny Dock",RUVE2,Polygonaceae,Polygonaceae
3497,"Rumex verticillatus L.","Swamp Dock",RUVE3,Polygonaceae,Polygonaceae
3498,"Rumex violascens Rech. f.","Violet Dock",RUVI,Polygonaceae,Polygonaceae
3499,"Ruppia sp.","Sea Grass","",Potamogetonaceae,Potamogetonaceae
3500,"Ruta chalepensis L.","Fringed Rue",RUCH4,Rutaceae,Rutaceae
3501,"Ruta graveolens L.","Common Rue",RUGR3,Rutaceae,Rutaceae
3502,"Sabal minor (Jacq.) Pers.","Dwarf Palmetto",SAMI8,Arecaceae,Arecaceae
3503,"Sabal palmetto (Walt.) Lodd. ex J.A. & J.H. Schultes","Cabbage Palmetto",SAPA,Arecaceae,Arecaceae
3504,"Sabatia angularis (L.) Pursh",Rosepink,SAAN,Gentianaceae,Gentianaceae
3505,"Sabatia campanulata (L.) Torr.","Slender Rosegentian",SACA26,Gentianaceae,Gentianaceae
3506,"Saccharum officinarum L.",Sugarcane,SAOF,Poaceae,Poaceae
3507,"Sadleria cyatheoides Kaulfuss","Amaumau Fern",SACY3,Blechnaceae,""
3508,"Sagittaria cuneata Sheldon","Arumleaf Arrowhead",SACU,Alismataceae,Alismataceae
3509,"Sagittaria lancifolia L.","Bulltongue Arrowhead",SALAL7,Alismataceae,Alismataceae
3510,"Sagittaria latifolia Willd.","Broadleaf Arrowhead",SALA2,Alismataceae,Alismataceae
3511,"Sagittaria sp.",Arrowhead,"",Alismataceae,Alismataceae
3512,"Salicornia maritima Wolff & Jefferies","Slender Glasswort",SAMA11,Chenopodiaceae,Amaranthaceae
3513,"Salicornia virginica L.","Virginia Glasswort",SAVI,Chenopodiaceae,Amaranthaceae
3514,"Salix ?pendulina Wenderoth  [babylonica ? fragilis]","Weeping Willow",SAPE12,Salicaceae,Salicaceae
3515,"Salix ?pendulina Wenderoth [babylonica ? fragilis]","Weeping Willow",SAPE12,Salicaceae,Salicaceae
3516,"Salix alaxensis (Anderss.) Coville","Feltleaf Willow",SAALA,Salicaceae,Salicaceae
3517,"Salix alba L.","White Willow",SAAL2,Salicaceae,Salicaceae
3518,"Salix amygdaloides Anderss.","Peachleaf Willow",SAAM2,Salicaceae,Salicaceae
3519,"Salix arbusculoides Anderss.","Littletree Willow",SAAR3,Salicaceae,Salicaceae
3520,"Salix bebbiana Sarg.","Bebb Willow",SABE2,Salicaceae,Salicaceae
3521,"Salix bonplandiana Kunth","Red Willow",SABO,Salicaceae,Salicaceae
3522,"Salix candida Fluegg‚ ex Willd.","Sageleaf Willow",SACA4,Salicaceae,Salicaceae
3523,"Salix caroliniana Michx.","Coastal Plain Willow",SACA5,Salicaceae,Salicaceae
3524,"Salix cordata Michx.","Heartleaf Willow",SAER,Salicaceae,Salicaceae
3525,"Salix discolor Muhl.","Pussy Willow",SADI,Salicaceae,Salicaceae
3526,"Salix eriocephala Michx.","Missouri River Willow",SAER,Salicaceae,Salicaceae
3527,"Salix exigua Nutt.","Sandbar Willow",SAEX,Salicaceae,Salicaceae
3528,"Salix fragilis L.","Crack Willow",SAFR,Salicaceae,Salicaceae
3529,"Salix fuscescens Anderss.","Alaska Bog Willow",SAFU,Salicaceae,Salicaceae
3530,"Salix gooddingii Ball","Goodding's Willow",SAGO,Salicaceae,Salicaceae
3531,"Salix hookeriana Barratt ex Hook.","Dune Willow",SAHO,Salicaceae,Salicaceae
3532,"Salix humilis Marsh.","Prairie Willow",SAHUH,Salicaceae,Salicaceae
3533,"Salix humilis var. tristis (Ait.) Griggs","Prairie Willow",SAHUT,Salicaceae,Salicaceae
3534,"Salix interior Rowlee","Sandbar Willow",SAIN3,Salicaceae,Salicaceae
3535,"Salix irrorata Anderss.","Sandbar Willow",SAIR,Salicaceae,Salicaceae
3536,"Salix lasiolepis Benth.","Arroyo Willow",SALAL2,Salicaceae,Salicaceae
3537,"Salix lasiolepis var. lasiolepis","Tracy Willow",SALAL2,Salicaceae,Salicaceae
3538,"Salix lucida Muhl.","Shining Willow",SALUL2,Salicaceae,Salicaceae
3539,"Salix lucida ssp. lasiandra (Benth.) E. Murr.","Pacific Willow",SALUL,Salicaceae,Salicaceae
3540,"Salix melanopsis Nutt.","Dusky Willow",SAME2,Salicaceae,Salicaceae
3541,"Salix myricoides var. myricoides","Bayberry Willow",SAMYM,Salicaceae,Salicaceae
3542,"Salix nigra Marsh.","Black Willow",SANI,Salicaceae,Salicaceae
3543,"Salix pedicellaris Pursh","Bog Willow",SAPE2,Salicaceae,Salicaceae
3544,"Salix prolixa Anderss.","Mackenzie's Willow",SAPR3,Salicaceae,Salicaceae
3545,"Salix pulchra Cham.","Tealeaf Willow",SAPU15,Salicaceae,Salicaceae
3546,"Salix pyrifolia Anderss.","Balsam Willow",SAPY,Salicaceae,Salicaceae
3547,"Salix scouleriana Barratt ex Hook.","Scouler's Willow",SASC,Salicaceae,Salicaceae
3548,"Salix sericea Marsh.","Silky Willow",SASE,Salicaceae,Salicaceae
3549,"Salix sessilifolia Nutt.","Northwest Sandbar Willow",SASE3,Salicaceae,Salicaceae
3550,"Salix sitchensis Sanson ex Bong.","Sitka Willow",SASI2,Salicaceae,Salicaceae
3551,"Salix sp.","","",Salicaceae,Salicaceae
3552,"Salix tweedyi (Bebb ex Rose) Ball","Least Willow",SATW,Salicaceae,Salicaceae
3553,"Salix washingtonia","American Willow","",Salicaceae,Salicaceae
3554,"Salsola tragus L.","Prickly Russian Thistle",SATR12,Chenopodiaceae,Amaranthaceae
3555,"Salvia apiana Jepson","White Sage",SAAPA,Lamiaceae,Lamiaceae
3556,"Salvia carduacea Benth.","Thistle Sage",SACA8,Lamiaceae,Lamiaceae
3557,"Salvia columbariae Benth.",Chia,SACOC,Lamiaceae,Lamiaceae
3558,"Salvia dorrii (Kellogg) Abrams","Grayball Sage",SADOC5,Lamiaceae,Lamiaceae
3559,"Salvia dorrii ssp. dorrii var. incana (Benth.) Strachan","Purple Sage",SADOI,Lamiaceae,Lamiaceae
3560,"Salvia lyrata L.","Lyreleaf Sage",SALY2,Lamiaceae,Lamiaceae
3561,"Salvia mellifera Greene","Black Sage",SAME3,Lamiaceae,Lamiaceae
3562,"Salvia officinalis L.","Kitchen Sage",SAOF2,Lamiaceae,Lamiaceae
3563,"Salvia sp.",Sage,"",Lamiaceae,Lamiaceae
3564,"Sambucus nigra L.","European Black Elder",SANIN2,Caprifoliaceae,Caprifoliaceae
3565,"Sambucus nigra ssp. caerulea (Raf.) R. Bolli","Blue Elderberry",SANIC5,Caprifoliaceae,Caprifoliaceae
3566,"Sambucus nigra ssp. canadensis (L.) R. Bolli","American Elder",SANIC4,Caprifoliaceae,Caprifoliaceae
3567,"Sambucus racemosa L.","Scarlet Elderberry",SARAR3,Caprifoliaceae,Caprifoliaceae
3568,"Sambucus racemosa var. melanocarpa (Gray) McMinn","Black Elderberry",SARAR3,Caprifoliaceae,Caprifoliaceae
3569,"Sambucus racemosa var. racemosa","European Red Elderberry",SARAR3,Caprifoliaceae,Caprifoliaceae
3570,"Sambucus sp.",Elderberry,"",Caprifoliaceae,Caprifoliaceae
3571,"Sambucus tridentata DC.","Antelope Brush","",Caprifoliaceae,Caprifoliaceae
3572,"Sanguinaria canadensis L.",Bloodroot,SACA13,Papaveraceae,Papaveraceae
3573,"Sanicula bipinnata Hook. & Arn.","Poison Sanicle",SABI2,Apiaceae,Apiaceae
3574,"Sanicula bipinnatifida Dougl. ex Hook.","Purple Sanicle",SABI3,Apiaceae,Apiaceae
3575,"Sanicula canadensis L.","Canadian Blacksnakeroot",SACAC2,Apiaceae,Apiaceae
3576,"Sanicula crassicaulis Poepp. ex DC.","Pacific Blacksnakeroot",SACRC,Apiaceae,Apiaceae
3577,"Sanicula marilandica L.","Maryland Sanicle",SAMA2,Apiaceae,Apiaceae
3578,"Sanicula odorata (Raf.) K.M. Pryer & L.R. Phillippe","Clustered Blacksnakeroot",SAOD,Apiaceae,Apiaceae
3579,"Sanicula smallii Bickn.","Small's Blacksnakeroot",SASM,Apiaceae,Apiaceae
3580,"Sanicula sp.","","",Apiaceae,Apiaceae
3581,"Sanicula tuberosa Torr.","Turkey Pea",SATU,Apiaceae,Apiaceae
3582,"Sanvitalia abertii Gray","Albert's Creeping Zinnia",SAAB,Asteraceae,Asteraceae
3583,"Sapindus saponaria L.","Wingleaf Soapberry",SASAS,Sapindaceae,Sapindaceae
3584,"Sapindus saponaria var. drummondii (Hook. & Arn.) L. Benson","Western Soapberry",SASAD,Sapindaceae,Sapindaceae
3585,"Saponaria officinalis L.",Bouncingbet,SAOF4,Caryophyllaceae,Caryophyllaceae
3586,"Sarcobatus vermiculatus (Hook.) Torr.",Greasewood,SAVE4,Chenopodiaceae,Amaranthaceae
3587,"Sarcocornia pacifica (Standl.) A.J. Scott","Pacific Swampfire",SAPA30,Chenopodiaceae,Amaranthaceae
3588,"Sarracenia purpurea L.","Purple Pitcherplant",SAPUP6,Sarraceniaceae,Sarraceniaceae
3589,"Sassafras albidum (Nutt.) Nees",Sassafras,SAAL5,Lauraceae,Lauraceae
3590,"Satureja hortensis L.","Summer Savory",SAHO3,Lamiaceae,Lamiaceae
3591,"Saururus cernuus L.","Lizards Tail",SACE,Saururaceae,Saururaceae
3592,"Saxifraga ferruginea Graham","Rustyhair Saxifrage",SAFEF,Saxifragaceae,Saxifragaceae
3593,"Saxifraga micranthidifolia (Haw.) Steud.","Lettuceleaf Saxifrage",SAMI6,Saxifragaceae,Saxifragaceae
3594,"Saxifraga nelsoniana ssp. nelsoniana","Brook Saxifrage",SANEN,Saxifragaceae,Saxifragaceae
3595,"Saxifraga pensylvanica L.","Eastern Swamp Saxifrage",SAPE8,Saxifragaceae,Saxifragaceae
3596,"Saxifraga spicata D. Don","Spiked Saxifrage",SASP4,Saxifragaceae,Saxifragaceae
3597,"Saxifraga tricuspidata Rottb.","Three Toothed Saxifrage",SATR5,Saxifragaceae,Saxifragaceae
3598,"Scaevola sericea Vahl","Beach Naupaka",SCSES,Goodeniaceae,Goodeniaceae
3599,"Schedonnardus paniculatus (Nutt.) Trel.",Tumblegrass,SCPA,Poaceae,Poaceae
3600,"Schizachyrium scoparium var. scoparium","Little Bluestem",SCSCS,Poaceae,Poaceae
3601,"Schkuhria multiflora Hook. & Arn.","Manyflower False Threadleaf",SCMU6,Asteraceae,Asteraceae
3602,"Schoenocrambe linearifolia (Gray) Rollins","Slimleaf Plainsmustard",SCLI12,Brassicaceae,Brassicaceae
3603,"Schoenoplectus acutus var. acutus","Hardstem Bulrush",SCACA,Cyperaceae,Cyperaceae
3604,"Schoenoplectus americanus (Pers.) Volk. ex Schinz & R. Keller","American Bulrush",SCAM6,Cyperaceae,Cyperaceae
3605,"Schoenoplectus fluviatilis (Torr.) M.T. Strong","River Bulrush",SCFL11,Cyperaceae,Cyperaceae
3606,"Schoenoplectus maritimus (L.) Lye","Saltmarsh Bulrush",SCMA8,Cyperaceae,Cyperaceae
3607,"Schoenoplectus pungens var. pungens","Threesquare Bulrush",SCPUP5,Cyperaceae,Cyperaceae
3608,"Schoenoplectus robustus (Pursh) M.T. Strong","Alkali Bulrush",SCRO5,Cyperaceae,Cyperaceae
3609,"Schoenoplectus tabernaemontani (K.C. Gmel.) Palla","Softstem Bulrush",SCTA2,Cyperaceae,Cyperaceae
3610,"Scirpus cyperinus (L.) Kunth",Woolgrass,SCCY,Cyperaceae,Cyperaceae
3611,"Scirpus microcarpus J.& K. Presl","Panicled Bulrush",SCMI2,Cyperaceae,Cyperaceae
3612,"Scirpus nevadensis S. Wats.","Nevada Bulrush",SCNE,Cyperaceae,Cyperaceae
3613,"Scirpus pallidus (Britt.) Fern.","Cloaked Bulrush",SCPA8,Cyperaceae,Cyperaceae
3614,"Scirpus sp.",Bulrush,"",Cyperaceae,Cyperaceae
3615,"Scorzonella sp.","","",Asteraceae,Asteraceae
3616,"Scrophularia californica Cham. & Schlecht.","California Figwort",SCCAC,Scrophulariaceae,Orobanchaceae
3617,"Scrophularia californica ssp. floribunda (Greene) R.J. Shaw","California Figwort",SCCAF2,Scrophulariaceae,Orobanchaceae
3618,"Scrophularia lanceolata Pursh","Lanceleaf Figwort",SCLA,Scrophulariaceae,Orobanchaceae
3619,"Scrophularia marilandica L.","Carpenter's Square",SCMA2,Scrophulariaceae,Orobanchaceae
3620,"Scrophularia sp.","","",Scrophulariaceae,Orobanchaceae
3621,"Scutellaria angustifolia Pursh","Narrowleaf Skullcap",SCANA2,Lamiaceae,Lamiaceae
3622,"Scutellaria californica Gray","California Skullcap",SCCA3,Lamiaceae,Lamiaceae
3623,"Scutellaria elliptica Muhl. ex Spreng.","Hairy Skullcap",SCELE,Lamiaceae,Lamiaceae
3624,"Scutellaria galericulata L.","Marsh Skullcap",SCGA,Lamiaceae,Lamiaceae
3625,"Scutellaria incana Biehler","Hoary Skullcap",SCINI2,Lamiaceae,Lamiaceae
3626,"Scutellaria lateriflora L.","Blue Skullcap",SCLA2,Lamiaceae,Lamiaceae
3627,"Scutellaria parvula Michx.","Small Skullcap",SCPAP3,Lamiaceae,Lamiaceae
3628,"Scutellaria sp.",Skullcap,"",Lamiaceae,Lamiaceae
3629,"Sebastiania bilocularis S. Wats.","Mexican Jumpingbean",SEBI9,Euphorbiaceae,Euphorbiaceae
3630,"Sebastiania fruticosa (Bartr.) Fern.","Gulf Sebastiana",SEFR,Euphorbiaceae,Euphorbiaceae
3631,"Sedum debile S. Wats.","Orpine Stonecrop",SEDE,Crassulaceae,Crassulaceae
3632,"Sedum divergens S. Wats.","Pacific Stonecrop",SEDI,Crassulaceae,Crassulaceae
3633,"Sedum lanceolatum Torr.","Spearleaf Stonecrop",SELAL,Crassulaceae,Crassulaceae
3634,"Sedum laxum (Britt.) Berger","Roseflower Stonecrop",SELAL2,Crassulaceae,Crassulaceae
3635,"Sedum sp.",Sedum,"",Crassulaceae,Crassulaceae
3636,"Sedum spathulifolium Hook.","Broadleaf Stonecrop",SESPS,Crassulaceae,Crassulaceae
3637,"Sedum stenopetalum Pursh","Wormleaf Stonecrop",SESTS2,Crassulaceae,Crassulaceae
3638,"Selaginella densa Rydb.","Lesser Spikemoss",SEDED,Selaginellaceae,""
3639,"Sempervivum sp.","House Leek","",Crassulaceae,Crassulaceae
3640,"Sempervivum tectorum L.","Common Houseleek",SETE5,Crassulaceae,Crassulaceae
3641,"Senecio congestus (R. Br.) DC.","Marsh Fleabane",SECO2,Asteraceae,Asteraceae
3642,"Senecio flaccidus var. douglasii (DC.) B.L. Turner & T.M. Barkl.","Douglas' Groundsel",SEFLD,Asteraceae,Asteraceae
3643,"Senecio flaccidus var. flaccidus","Threadleaf Groundsel",SEFLF,Asteraceae,Asteraceae
3644,"Senecio jacobaea L.","Stinking Willie",SEJA,Asteraceae,Asteraceae
3645,"Senecio pseudoarnica Less.","Seaside Ragwort",SEPS,Asteraceae,Asteraceae
3646,"Senecio sp.","","",Asteraceae,Asteraceae
3647,"Senecio spartioides Torr. & Gray","Broom Groundsel",SESPS2,Asteraceae,Asteraceae
3648,"Senecio spartioides var. multicapitatus (Greenm. ex Rydb.) Welsh","Ragwort Groundsel",SESPM,Asteraceae,Asteraceae
3649,"Senecio triangularis Hook.","Arrowleaf Groundsel",SETR,Asteraceae,Asteraceae
3650,"Senna hebecarpa (Fern.) Irwin & Barneby","American Wild Sensitive Plant",SEHE3,Fabaceae,Fabaceae
3651,"Senna marilandica (L.) Link","Maryland Wild Sensitive Plant",SEMA11,Fabaceae,Fabaceae
3652,"Senna occidentalis (L.) Link",Septicweed,SEOC2,Fabaceae,Fabaceae
3653,"Senna tora (L.) Roxb.",Senna,SETO4,Fabaceae,Fabaceae
3654,"Sequoia sempervirens (Lamb. ex D. Don) Endl.",Redwood,SESE3,Taxodiaceae,Taxodiaceae
3655,"Serenoa repens (Bartr.) Small","Saw Palmetto",SERE2,Arecaceae,Arecaceae
3656,"Sesamum orientale L.",Sesame,SEOR4,Pedaliaceae,Martyniaceae
3657,"Shepherdia argentea (Pursh) Nutt.","Silver Buffaloberry",SHAR,Elaeagnaceae,Elaeagnaceae
3658,"Shepherdia canadensis (L.) Nutt.","Russet Buffaloberry",SHCA,Elaeagnaceae,Elaeagnaceae
3659,"Shepherdia rotundifolia Parry","Roundleaf Buffaloberry",SHRO,Elaeagnaceae,Elaeagnaceae
3660,"Shepherdia sp.",Soapberry,"",Elaeagnaceae,Elaeagnaceae
3661,"Sherardia arvensis L.","Blue Fieldmadder",SHAR2,Rubiaceae,Rubiaceae
3662,"Shinnersoseris rostrata (Gray) S. Tomb","Beaked Skeletonweed",SHRO2,Asteraceae,Asteraceae
3663,"Sicyos angulatus L.","Oneseed Burr Cucumber",SIAN,Cucurbitaceae,Cucurbitaceae
3664,"Sida sp.",Ilima,"",Malvaceae,Malvaceae
3665,"Sidalcea malviflora (DC.) Gray ex Benth.","Dwarf Checkermallow",SIMAM,Malvaceae,Malvaceae
3666,"Sidalcea neomexicana Gray","New Mexico Checkermallow",SINEN,Malvaceae,Malvaceae
3667,"Sideroxylon foetidissimum Jacq.","False Mastic",SIFO,Sapotaceae,Sapotaceae
3668,"Sideroxylon lanuginosum Michx.","Gum Bully",SILAL3,Sapotaceae,Sapotaceae
3669,"Sideroxylon lanuginosum ssp. lanuginosum","Gum Bumelia",SILAL3,Sapotaceae,Sapotaceae
3670,"Sideroxylon salicifolium (L.) Lam.","White Bully",SISA6,Sapotaceae,Sapotaceae
3671,"Sideroxylon sp.",A-laa,"",Sapotaceae,Sapotaceae
3672,"Silene acaulis (L.) Jacq.","Moss Campion",SIACE,Caryophyllaceae,Caryophyllaceae
3673,"Silene acaulis var. exscapa (All.) DC.","Moss Campion",SIACE,Caryophyllaceae,Caryophyllaceae
3674,"Silene campanulata S. Wats.","Red Mountain Catchfly",SICAC,Caryophyllaceae,Caryophyllaceae
3675,"Silene douglasii var. douglasii","Douglas's Campion",SIDOD,Caryophyllaceae,Caryophyllaceae
3676,"Silene drummondii var. drummondii","Drummond's Campion",SIDRD,Caryophyllaceae,Caryophyllaceae
3677,"Silene laciniata Cav.","Mexican Campion",SILAG2,Caryophyllaceae,Caryophyllaceae
3678,"Silene laciniata ssp. greggii (Gray) C.L. Hitchc. & Maguire","Gregg's Campion",SILAG2,Caryophyllaceae,Caryophyllaceae
3679,"Silene latifolia ssp. alba (P. Mill.) Greuter & Burdet","Bladder Campion",SILAA3,Caryophyllaceae,Caryophyllaceae
3680,"Silene menziesii Hook.","Menzies' Campion",SIMED,Caryophyllaceae,Caryophyllaceae
3681,"Silene noctiflora L.","Nightflowering Silene",SINO,Caryophyllaceae,Caryophyllaceae
3682,"Silene scouleri Hook.","Scouler's Campion",SISCS3,Caryophyllaceae,Caryophyllaceae
3683,"Silene stellata (L.) Ait. f.",Widowsfrill,SIST,Caryophyllaceae,Caryophyllaceae
3684,"Silphium compositum Michx.","Kidneyleaf Rosinweed",SICOC,Asteraceae,Asteraceae
3685,"Silphium integrifolium Michx.","Wholeleaf Rosinweed",SIINI,Asteraceae,Asteraceae
3686,"Silphium laciniatum L.",Compassplant,SILAL2,Asteraceae,Asteraceae
3687,"Silphium perfoliatum L.","Cup Plant",SIPEP,Asteraceae,Asteraceae
3688,"Simmondsia chinensis (Link) Schneid.",Jojoba,SICH,Simmondsiaceae,Simmondsiaceae
3689,"Sinapis alba L.","White Mustard",SIAL5,Brassicaceae,Brassicaceae
3690,"Sinapis arvensis L.","Charlock Mustard",SIAR4,Brassicaceae,Brassicaceae
3691,"Sisymbrium altissimum L.","Tall Tumblemustard",SIAL2,Brassicaceae,Brassicaceae
3692,"Sisymbrium irio L.",Londonrocket,SIIR,Brassicaceae,Brassicaceae
3693,"Sisymbrium officinale (L.) Scop.",Hedgemustard,SIOF,Brassicaceae,Brassicaceae
3694,"Sisyrinchium albidum Raf.","White Blueeyed Grass",SIAL3,Iridaceae,Iridaceae
3695,"Sisyrinchium angustifolium P. Mill.","Narrowleaf Blueeyed Grass",SIAN3,Iridaceae,Iridaceae
3696,"Sisyrinchium atlanticum Bickn.","Eastern Blueeyed Grass",SIAT,Iridaceae,Iridaceae
3697,"Sisyrinchium bellum S. Wats.","Western Blueeyed Grass",SIBE,Iridaceae,Iridaceae
3698,"Sisyrinchium campestre Bickn.","Prairie Blueeyed Grass",SICA9,Iridaceae,Iridaceae
3699,"Sisyrinchium montanum Greene","Mountain Blueeyed Grass",SIMOM,Iridaceae,Iridaceae
3700,"Sisyrinchium mucronatum Michx.","Needletip Blueeyed Grass",SIMU3,Iridaceae,Iridaceae
3701,"Sisyrinchium nashii Bickn.","Nash's Blueeyed Grass",SINA,Iridaceae,Iridaceae
3702,"Sitanion sp.","Wild Rye","",Poaceae,Poaceae
3703,"Sium suave Walt.","Hemlock Waterparsnip",SISU2,Apiaceae,Apiaceae
3704,"Smallanthus uvedalius (L.) Mackenzie ex Small","Hairy Leafcup",SMUV,Asteraceae,Asteraceae
3705,"Smilacina sp.","False Solomon's Seal","",Liliaceae,Nartheciaceae
3706,"Smilax auriculata Walt.","Earleaf Greenbrier",SMAU,Smilacaceae,Smilacaceae
3707,"Smilax bona-nox L.","Saw Greenbrier",SMBO2,Smilacaceae,Smilacaceae
3708,"Smilax californica (A. DC.) Gray","California Greenbrier",SMCA2,Smilacaceae,Smilacaceae
3709,"Smilax glauca Walt.","Cat Greenbrier",SMGL,Smilacaceae,Smilacaceae
3710,"Smilax herbacea L.","Smooth Carrionflower",SMHE,Smilacaceae,Smilacaceae
3711,"Smilax laurifolia L.","Laurel Greenbrier",SMLA,Smilacaceae,Smilacaceae
3712,"Smilax pseudochina L.",Bamboovine,SMPS,Smilacaceae,Smilacaceae
3713,"Smilax rotundifolia L.","Roundleaf Greenbrier",SMRO,Smilacaceae,Smilacaceae
3714,"Smilax sp.",Catbriar,"",Smilacaceae,Smilacaceae
3715,"Smilax tamnoides L.","Bristly Greenbrier",SMTA2,Smilacaceae,Smilacaceae
3716,"Solanum carolinense L.","Carolina Horsenettle",SOCAC4,Solanaceae,Solanaceae
3717,"Solanum donianum Walp.","Mullein Nightshade",SODO3,Solanaceae,Solanaceae
3718,"Solanum douglasii Dunal","Greenspot Nightshade",SODO,Solanaceae,Solanaceae
3719,"Solanum dulcamara L.","Climbing Nightshade",SODUD,Solanaceae,Solanaceae
3720,"Solanum elaeagnifolium Cav.","Silverleaf Nightshade",SOEL,Solanaceae,Solanaceae
3721,"Solanum fendleri Gray ex Torr.","Fendler's Horsenettle",SOFEF,Solanaceae,Solanaceae
3722,"Solanum jamesii Torr.","Wild Potato",SOJA,Solanaceae,Solanaceae
